time,seconds_elapsed,z,y,x
1783245516573547300,0.05554736328125,0.5654990673065186,0.134761244058609,0.1513257622718811
1783245516583559200,0.06555908203125,0.5242813229560852,0.1502472460269928,0.09809955209493637
1783245516593571300,0.0755712890625,0.5035596489906311,0.15198436379432678,0.03554517403244972
1783245516603583200,0.085583251953125,0.5035654902458191,0.13875964283943176,-0.029360322281718254
1783245516613594400,0.095594482421875,0.5144538879394531,0.10212823003530502,-0.08765296638011932
1783245516623606500,0.1056064453125,0.5219038128852844,0.07599729299545288,-0.1338132619857788
1783245516633618400,0.115618408203125,0.5198022723197937,0.048447854816913605,-0.16702070832252502
1783245516643629300,0.12562939453125,0.5006389617919922,0.03956461325287819,-0.1884322613477707
1783245516653641200,0.13564111328125,0.47894129157066345,0.030157078057527542,-0.1981251835823059
1783245516663653400,0.1456533203125,0.45591241121292114,0.01853957027196884,-0.20269331336021423
1783245516673664300,0.155664306640625,0.43255284428596497,0.025277819484472275,-0.20967017114162445
1783245516683676200,0.16567626953125,0.40391266345977783,0.054825324565172195,-0.22542090713977814
1783245516693688300,0.175688232421875,0.3710865378379822,0.0949050784111023,-0.2426576167345047
1783245516703699500,0.185699462890625,0.3387778699398041,0.1476668268442154,-0.2654561400413513
1783245516713711400,0.19571142578125,0.3055788576602936,0.22477872669696808,-0.28034621477127075
1783245516723723500,0.2057236328125,0.2799363434314728,0.26832008361816406,-0.27985966205596924
1783245516733734400,0.215734375,0.259097695350647,0.2721811532974243,-0.26848533749580383
1783245516743746300,0.225746337890625,0.23013713955879211,0.25224021077156067,-0.25491732358932495
1783245516753758500,0.235758544921875,0.19990895688533783,0.18777213990688324,-0.24294845759868622
1783245516763769300,0.245769287109375,0.16137035191059113,0.10244844853878021,-0.23737499117851257
1783245516773781200,0.25578125,0.12350728362798691,0.047697510570287704,-0.24221308529376984
1783245516783793000,0.26579296875,0.0860094428062439,0.05115962028503418,-0.25167423486709595
1783245516793804300,0.27580419921875,0.052269455045461655,0.10460446029901505,-0.25535786151885986
1783245516803816200,0.285816162109375,0.033066198229789734,0.17565758526325226,-0.24972929060459137
1783245516813828000,0.295828125,0.021998152136802673,0.27073144912719727,-0.23271040618419647
1783245516823839200,0.305839111328125,0.01533172745257616,0.38100335001945496,-0.201548770070076
1783245516833851100,0.31585107421875,0.015022465959191322,0.47537779808044434,-0.1638973206281662
1783245516843863000,0.325863037109375,0.017731433734297752,0.5556683540344238,-0.11824886500835419
1783245516853874000,0.3358740234375,0.022291431203484535,0.5859490633010864,-0.06748446077108383
1783245516863886000,0.345885986328125,0.03490922600030899,0.513507604598999,0.0034056920558214188
1783245516873898000,0.35589794921875,0.05954192578792572,0.32402026653289795,0.08304399251937866
1783245516883908900,0.365908935546875,0.10775180160999298,0.027021894231438637,0.175611212849617
1783245516893921000,0.375921142578125,0.18307504057884216,-0.257066011428833,0.25118187069892883
1783245516903933000,0.385932861328125,0.2617216408252716,-0.44239377975463867,0.2912970781326294
1783245516913944000,0.395944091796875,0.3211446702480316,-0.5191789865493774,0.2873554527759552
1783245516923956200,0.405956298828125,0.3610502779483795,-0.48580291867256165,0.23244906961917877
1783245516933968100,0.415968017578125,0.3655310571193695,-0.34183821082115173,0.1464797556400299
1783245516943980000,0.42597998046875,0.3353143036365509,-0.15668725967407227,0.05235326290130615
1783245516953991200,0.4359912109375,0.2698028087615967,0.03386757895350456,-0.0291424747556448
1783245516964003000,0.446003173828125,0.1874413639307022,0.19122205674648285,-0.08128344267606735
1783245516974015000,0.456014892578125,0.10262756794691086,0.2806980013847351,-0.09137243032455444
1783245516984026000,0.466026123046875,0.034242648631334305,0.28708720207214355,-0.05717451497912407
1783245516994038000,0.4760380859375,-0.01052482146769762,0.19897758960723877,0.012111613526940346
1783245517004050000,0.4860498046875,-0.02866307832300663,0.05581562593579292,0.09182162582874298
1783245517014061000,0.49606103515625,-0.028768640011548996,-0.08883838355541229,0.16233326494693756
1783245517024073200,0.5060732421875,-0.022087033838033676,-0.18728744983673096,0.21424786746501923
1783245517034085000,0.516085205078125,0.002336532576009631,-0.26775798201560974,0.2528720796108246
1783245517044096000,0.526095947265625,0.06245659664273262,-0.3412018418312073,0.27163806557655334
1783245517054108200,0.536108154296875,0.1659802794456482,-0.41698402166366577,0.268580824136734
1783245517064120000,0.5461201171875,0.28956663608551025,-0.4977097511291504,0.23267687857151031
1783245517074131000,0.556130859375,0.4071028232574463,-0.5524410009384155,0.16050368547439575
1783245517084143000,0.56614306640625,0.48990529775619507,-0.5732719898223877,0.06187351420521736
1783245517094155000,0.576155029296875,0.5282362103462219,-0.558059573173523,-0.04333270341157913
1783245517104166100,0.586166259765625,0.5253672003746033,-0.5089284777641296,-0.13796599209308624
1783245517114178300,0.59617822265625,0.4878939986228943,-0.4170897603034973,-0.2033318281173706
1783245517124190200,0.606190185546875,0.420749306678772,-0.3006094694137573,-0.23667487502098083
1783245517134201000,0.616201171875,0.3298604190349579,-0.17247654497623444,-0.2372588962316513
1783245517144213000,0.626212890625,0.2324230819940567,-0.03807906433939934,-0.20720672607421875
1783245517154225200,0.63622509765625,0.14450231194496155,0.08845057338476181,-0.15573284029960632
1783245517164236000,0.646236083984375,0.07283930480480194,0.183078795671463,-0.08390232175588608
1783245517174248000,0.656248046875,0.026878461241722107,0.23299525678157806,-0.008461353369057178
1783245517184260000,0.666260009765625,0.012821497395634651,0.24567243456840515,0.054472871124744415
1783245517194272000,0.67627197265625,0.029454603791236877,0.24085132777690887,0.08544941246509552
1783245517204283000,0.686282958984375,0.06520514190196991,0.21210543811321259,0.08681854605674744
1783245517214295000,0.696294921875,0.10953585803508759,0.16671635210514069,0.058093488216400146
1783245517224307000,0.706306884765625,0.16171224415302277,0.11400999873876572,0.009933147579431534
1783245517234318000,0.716318115234375,0.21009287238121033,0.046333570033311844,-0.041401803493499756
1783245517244330200,0.726330322265625,0.258015900850296,-0.03689740225672722,-0.09119252860546112
1783245517254342100,0.736342041015625,0.300189346075058,-0.10847341269254684,-0.1341150850057602
