time,seconds_elapsed,z,y,x
1783246120263644200,0.06264404296875,0.6226263642311096,0.3353974521160126,-1.8475836515426636
1783246120273655300,0.0726552734375,0.4309326112270355,0.6456548571586609,-2.0729963779449463
1783246120283667200,0.082667236328125,0.20282834768295288,0.9032734036445618,-2.071751117706299
1783246120293679400,0.092679443359375,0.060298897325992584,1.0507034063339233,-1.8262598514556885
1783246120303691300,0.102691162109375,0.0698527991771698,1.0349820852279663,-1.3397175073623657
1783246120313703200,0.112703125,0.15557676553726196,0.7500538229942322,-0.7053877711296082
1783246120323714000,0.122714111328125,0.2494686394929886,0.32872071862220764,-0.06645199656486511
1783246120333726000,0.132725830078125,0.3192621171474457,-0.011025121435523033,0.4019727408885956
1783246120343738000,0.142738037109375,0.3783310353755951,-0.12321051210165024,0.6563928723335266
1783246120353750000,0.15275,0.3975105881690979,-0.013682954013347626,0.7323337197303772
1783246120363761000,0.162760986328125,0.39385104179382324,0.1982273906469345,0.6708968281745911
1783246120373773000,0.17277294921875,0.3724392354488373,0.4217209219932556,0.5328638553619385
1783246120383785000,0.182784912109375,0.3263452351093292,0.6316131353378296,0.3557046353816986
1783246120393796900,0.192796875,0.2867586612701416,0.7911873459815979,0.14629146456718445
1783246120403809000,0.20280908203125,0.26284217834472656,0.8816711902618408,-0.08389017730951309
1783246120413820000,0.21281982421875,0.23713575303554535,0.8265328407287598,-0.2677508294582367
1783246120423832000,0.22283203125,0.19420239329338074,0.6283993124961853,-0.33134925365448
1783246120433844000,0.232843994140625,0.1408853828907013,0.409890353679657,-0.2738068699836731
1783246120443856100,0.242856201171875,0.10949834436178207,0.2809858024120331,-0.15644605457782745
1783246120453867000,0.252866943359375,0.1268075555562973,0.20131520926952362,0.0013888422399759293
1783246120463879200,0.262879150390625,0.18051333725452423,0.20318415760993958,0.2046811729669571
1783246120473891000,0.27289111328125,0.262853741645813,0.3167024552822113,0.416866660118103
1783246120483903000,0.282903076171875,0.36547887325286865,0.43165457248687744,0.5929419994354248
1783246120493915100,0.2929150390625,0.4437912702560425,0.40609514713287354,0.7537034749984741
1783246120503926000,0.302926025390625,0.46058735251426697,0.299364298582077,0.909661591053009
1783246120513938000,0.31293798828125,0.41411280632019043,0.1482059210538864,1.037510871887207
1783246120523950000,0.3229501953125,0.36722761392593384,0.08915244787931442,1.0890175104141235
1783246120533962000,0.3329619140625,0.3523799479007721,0.1465449035167694,1.0358314514160156
1783246120543972900,0.342972900390625,0.3565624952316284,0.16306427121162415,0.9047161936759949
1783246120553985000,0.352985107421875,0.42867717146873474,0.05775250494480133,0.7576711177825928
1783246120563997000,0.362996826171875,0.547493577003479,-0.038411255925893784,0.64063960313797
1783246120574008800,0.3730087890625,0.6439862847328186,-0.05708694085478783,0.5527179837226868
1783246120584021000,0.38302099609375,0.6874331831932068,-0.07524324953556061,0.45738735795021057
1783246120594032000,0.3930322265625,0.6743764877319336,-0.10110414773225784,0.450777143239975
1783246120604044000,0.4030439453125,0.49813082814216614,-0.2976689636707306,0.5234278440475464
1783246120614056200,0.41305615234375,0.17963619530200958,-0.6464874148368835,0.692238450050354
1783246120624068000,0.423068115234375,-0.16982826590538025,-1.2147753238677979,0.9907412528991699
1783246120634079000,0.433078857421875,-0.4797680079936981,-1.8474513292312622,1.375663161277771
1783246120644091100,0.443091064453125,-0.657600998878479,-2.2548365592956543,1.7620322704315186
1783246120654103000,0.45310302734375,-0.5826279520988464,-2.43707013130188,1.974226713180542
1783246120664115000,0.463114990234375,-0.1230793222784996,-2.2682929039001465,1.993048906326294
1783246120674127000,0.473127197265625,0.5364046096801758,-1.892983078956604,1.8199487924575806
1783246120684138000,0.483137939453125,1.0192264318466187,-1.288411021232605,1.6426736116409302
1783246120694150000,0.49314990234375,1.1446235179901123,-0.3640589118003845,1.3923883438110352
1783246120704162000,0.503162109375,0.9721152782440186,0.20008525252342224,0.8338807225227356
1783246120714174000,0.513174072265625,0.8007919788360596,-0.15918928384780884,-0.035424575209617615
1783246120724185000,0.52318505859375,0.8285136222839355,-0.40557780861854553,-0.9830266237258911
1783246120734197000,0.533197021484375,0.9990906715393066,-0.3640149235725403,-1.8296982049942017
1783246120744209200,0.543209228515625,1.0146812200546265,-0.42383041977882385,-2.4978156089782715
1783246120754221000,0.553220947265625,0.7887508869171143,-0.7020815014839172,-2.792799234390259
1783246120764232000,0.56323193359375,0.502995491027832,-0.9586930871009827,-2.7899482250213623
